Obs#,Timepoint,Time,Date.a,Date,Shade,configName,configAuthor,remark,Position,Transect,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
13,17,17:05:49,5/17/2022,5/18/2022,y,JSG 2022,MS,,1,Central,,0.026598,2.923758,0.026358,1.080239,0.64371,0.618211,4.011734,3.368023,7.315439,7.617177,47.471779,0.441786,PSF-00495_20220518170549,0,0,0,97.502586,381.373993,0.744339,0.5,0.8,30.594769,14.58,14,30.62,28.96,84.51,157,156,0.6,103,3.902,16:58:58,5/18/2022,0.22,0,0.002,-9999,0.104,0.125,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.445668,2.39071,1.661672,0.933583,0.218244,-0.020488,0.178313,0.19415,97.502586,0.000321,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170549,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,17,17:06:13,5/17/2022,5/18/2022,y,JSG 2022,MS,,1,Central,,0.023025,2.92277,0.022845,0.967272,0.729556,0.706729,4.203149,3.473593,8.363016,8.633135,49.737587,0.441786,PSF-00495_20220518170613,0,0,0,98.819016,366.386902,0.730288,0.5,0.8,30.379538,16.54,16.02,30.61,29.76,84.51,156.8,155.8,0.7,104,3.902,16:58:58,5/18/2022,0.22,0,0,-9999,0.136,0.116,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449112,2.393831,1.66064,0.933025,0.218353,-0.010773,0.181372,0.195193,98.819016,0.00032,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170613,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,17,17:06:39,5/17/2022,5/18/2022,y,JSG 2022,MS,,1,Central,,0.018825,2.923493,0.018705,0.76849,0.671718,0.653581,4.046698,3.374979,7.734229,7.948862,47.887081,0.441786,PSF-00495_20220518170639,0,0,0,102.521538,372.960083,0.725114,0.5,0.8,30.528854,15.24,14.83,30.59,29.11,84.5,156.9,151.6,3.4,105,3.901,16:58:58,5/18/2022,0.22,-0.001,-0.001,-9999,0.466,0.897,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447097,2.391779,1.661395,0.922501,0.218535,-0.018312,0.184508,0.196249,102.521538,0.000325,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170639,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,17,17:07:31,5/17/2022,5/18/2022,n,JSG 2022,MS,,3,Central,,0.126097,2.922098,0.120881,4.860586,0.771304,0.656598,4.071815,3.300511,7.770028,9.127432,48.184887,0.441786,PSF-00495_20220518170731,0,0,0,198.067902,365.358704,0.457881,0.5,0.8,162.677551,17.51,14.91,30.58,29.21,84.5,156.8,156.1,0.4,888,3.9,16:58:58,5/18/2022,0.22,-0.001,-0.001,0,0.93,1.911,16.682,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447224,2.395363,1.659941,0.933787,0.21859,-0.016971,0.1913,0.854343,198.067902,0.000311,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170731,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,17,17:07:53,5/17/2022,5/18/2022,n,JSG 2022,MS,,2,Central,,0.036934,2.922093,0.036473,1.543636,0.771028,0.7346,4.241374,3.470346,8.69323,9.12432,50.19228,0.441786,PSF-00495_20220518170753,0,0,0,102.970718,209.818481,0.509239,0.5,0.8,178.69519,17.47,16.65,30.61,29.92,84.5,156.8,153.5,2.1,877,3.899,16:58:58,5/18/2022,0.22,0.001,0,-9999,0.087,0.926,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450171,2.395305,1.659936,0.927261,0.218335,-0.008923,0.194169,0.845145,102.970718,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170753,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,17,17:08:31,5/17/2022,5/18/2022,n,JSG 2022,MS,,2,Central,,0.059869,2.92188,0.058667,2.561426,0.864303,0.803915,4.437887,3.573584,9.513726,10.228378,52.519062,0.441786,PSF-00495_20220518170831,0,0,0,165.915009,269.823425,0.385098,0.5,0.8,13.356793,19.53,18.17,30.66,30.71,84.5,156.7,156,0.4,87,3.899,16:58:58,5/18/2022,0.22,-0.001,-0.001,0.002,-2.174,-1.191,13.137,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.452695,2.398485,1.659714,0.933597,0.217903,-0.00007,0.198966,0.180661,165.915009,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170831,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,17,17:08:50,5/17/2022,5/18/2022,n,JSG 2022,MS,,2,Central,,0.065289,2.922526,0.063863,2.706299,0.775979,0.712137,4.250515,3.474536,8.427207,9.182691,50.299271,0.441786,PSF-00495_20220518170850,0,0,0,232.548233,360.812195,0.355487,0.5,0.8,11.277222,17.51,16.07,30.68,29.96,84.5,156.8,156.1,0.5,79,3.898,16:58:58,5/18/2022,0.22,0.001,0.001,-0.001,1.603,3.787,-7.004,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449198,2.395362,1.660387,0.933706,0.217719,-0.009341,0.201388,0.17444,232.548233,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518170850,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,17,17:10:18,5/17/2022,5/18/2022,n,JSG 2022,MS,,3,Central,,0.106977,2.920908,0.103197,4.600398,0.881869,0.773357,4.527934,3.646065,9.152781,10.437035,53.588665,0.441786,PSF-00495_20220518171018,0,0,0,242.284653,347.961914,0.303704,0.5,0.8,147.093811,19.66,17.24,30.9,31.06,84.49,156.6,156.3,0.2,1211,3.896,17:09:27,5/18/2022,0.2,-0.002,-0.004,-0.006,-3.153,-1.849,15.013,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.451136,2.398696,1.658703,0.934181,0.215867,0.001292,0.212847,1.125518,242.284653,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171018,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
21,17,17:10:47,5/17/2022,5/18/2022,n,JSG 2022,MS,,3,Central,,0.141409,2.921782,0.134881,5.233573,0.867275,0.743891,4.050406,3.18313,8.803934,10.26419,47.936489,0.441786,PSF-00495_20220518171047,0,0,0,102.943893,272.776367,0.622607,0.5,0.8,324.761047,19.24,16.51,30.98,29.12,84.5,156.7,156.3,0.3,1304,3.895,17:09:27,5/18/2022,0.2,0,0.002,-9999,0.539,1.032,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449901,2.398053,1.659613,0.934294,0.215174,-0.02286,0.216558,1.203858,102.943893,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171047,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
22,17,17:11:33,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,Central,,0.005242,2.92275,0.005232,0.227979,0.650711,0.645327,4.225864,3.575153,7.637683,7.701409,50.014664,0.441786,PSF-00495_20220518171133,0,0,0,100.382568,339.869507,0.704644,0.5,0.8,31.281088,14.33,14.22,31.11,29.86,84.49,156.8,156,0.5,111,3.895,17:09:27,5/18/2022,0.2,0,-0.002,-9999,0.002,0.076,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.445999,2.390321,1.66062,0.933625,0.214094,-0.015687,0.222457,0.201062,100.382568,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171133,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
23,17,17:11:50,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,Central,,0.066596,2.923052,0.065112,2.567704,0.719475,0.658896,3.95915,3.239675,7.798347,8.515325,46.858414,0.441786,PSF-00495_20220518171150,0,0,0,106.985809,380.409119,0.718761,0.5,0.8,34.325359,15.83,14.5,31.13,28.73,84.49,156.9,156,0.5,119,3.895,17:09:27,5/18/2022,0.2,-0.001,0,-9999,0.31,0.767,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446478,2.392711,1.660935,0.933608,0.213901,-0.029311,0.224436,0.20813,106.985809,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171150,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
24,17,17:12:11,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,Central,,0.007316,2.921401,0.007298,0.312049,0.618756,0.611376,4.129896,3.51114,7.235987,7.323339,48.879719,0.441786,PSF-00495_20220518171211,0,0,0,119.188072,391.429077,0.695505,0.5,0.8,68.970993,13.6,13.44,31.15,29.46,84.49,156.7,155.9,0.5,248,3.894,17:09:27,5/18/2022,0.2,0.002,0.001,-9999,4.158,1.226,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.44465,2.389126,1.659216,0.933301,0.213747,-0.020918,0.226886,0.31616,119.188072,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171211,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
25,17,17:12:28,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,Central,,0.042146,2.921722,0.041547,1.624588,0.704728,0.666355,3.918049,3.21332,7.886949,8.341139,46.37389,0.441786,PSF-00495_20220518171228,0,0,0,109.187721,339.656006,0.678534,0.5,0.8,33.306068,15.48,14.64,31.16,28.55,84.49,156.7,155.9,0.5,123,3.893,17:09:27,5/18/2022,0.2,0.001,-0.002,-9999,0.162,0.468,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446718,2.392155,1.659549,0.933151,0.21367,-0.031753,0.228865,0.210923,109.187721,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171228,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
26,17,17:13:27,5/17/2022,5/18/2022,y,JSG 2022,MS,,1,South,,0.078864,2.92345,0.076792,2.846212,0.756153,0.689061,3.802935,3.046782,8.156181,8.950327,45.014072,0.441786,PSF-00495_20220518171327,0,0,0,119.176987,428.661346,0.721979,0.5,0.8,24.819063,16.58,15.11,31.19,28.04,84.48,156.9,153.5,2.2,86,3.893,17:09:27,5/18/2022,0.2,-0.002,-0.002,-9999,2.322,4.4,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447529,2.393902,1.661351,0.927205,0.213448,-0.038066,0.235601,0.180015,119.176987,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171327,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,17,17:13:46,5/17/2022,5/18/2022,y,JSG 2022,MS,,1,South,,0.000382,2.922841,0.000382,0.015287,0.659771,0.65941,3.950432,3.290661,7.805102,7.809374,46.759254,0.441786,PSF-00495_20220518171346,0,0,0,106.784462,382.579193,0.720883,0.5,0.8,27.613409,14.48,14.47,31.17,28.69,84.48,156.8,155.8,0.7,96,3.892,17:09:27,5/18/2022,0.2,-0.004,-0.002,-9999,0.257,1.777,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446438,2.390555,1.660715,0.93304,0.213565,-0.03024,0.237638,0.18827,106.784462,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171346,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,17,17:14:39,5/17/2022,5/18/2022,y,JSG 2022,MS,,1,South,,0.097565,2.923888,0.094415,3.556968,0.660574,0.576659,3.760218,3.099643,6.825474,7.818721,44.506859,0.441786,PSF-00495_20220518171439,0,0,0,175.749786,445.302856,0.605325,0.5,0.8,20.414257,14.55,12.71,31.11,27.84,84.49,157,156.3,0.4,84,3.891,17:09:27,5/18/2022,0.2,0,0.002,0.001,0.553,2.162,13.144,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.44338,2.390677,1.661808,0.934347,0.21413,-0.039346,0.24337,0.178645,175.749786,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171439,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,17,17:14:53,5/17/2022,5/18/2022,y,JSG 2022,MS,,1,South,,0.039681,2.922533,0.03915,1.534494,0.700919,0.664694,3.92191,3.220991,7.867254,8.296,46.419319,0.441786,PSF-00495_20220518171453,0,0,0,95.378998,373.816254,0.744851,0.5,0.8,23.918545,15.46,14.66,31.08,28.57,84.49,156.8,153.3,2.2,80,3.89,17:09:27,5/18/2022,0.2,0,0.003,-9999,0.039,0.157,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446769,2.392132,1.660393,0.926674,0.214303,-0.030647,0.244805,0.175256,95.378998,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171453,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
30,17,17:15:54,5/17/2022,5/18/2022,n,JSG 2022,MS,,2,South,,0.036872,2.921159,0.036413,1.526093,0.787805,0.751782,4.223352,3.435547,8.899176,9.325596,49.99366,0.441786,PSF-00495_20220518171554,0,0,0,112.39386,383.158936,0.706665,0.5,0.8,25.751261,17.4,16.6,31.06,29.85,84.48,156.6,155.9,0.5,91,3.889,17:09:27,5/18/2022,0.2,0,0.001,0.001,-1.713,-3.962,-15.165,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.450058,2.39519,1.658965,0.933251,0.214482,-0.015253,0.251805,0.184352,112.39386,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171554,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,17,17:16:39,5/17/2022,5/18/2022,n,JSG 2022,MS,,2,South,,0.161376,2.921704,0.152929,7.136978,0.84115,0.672866,4.655282,3.814132,7.965152,9.957232,55.107582,0.441786,PSF-00495_20220518171639,0,0,0,104.500648,145.979767,0.284143,0.5,0.8,188.133759,18.56,14.84,31.08,31.55,84.48,156.7,156.1,0.4,1655,3.889,17:09:27,5/18/2022,0.2,0.001,0.001,0.02,-1.002,-2.232,-9.333,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447079,2.396986,1.65953,0.933764,0.214312,0.004969,0.256951,1.499082,104.500648,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171639,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
32,17,17:17:18,5/17/2022,5/18/2022,n,JSG 2022,MS,,2,South,,0.129991,2.923547,0.124457,4.713652,0.897312,0.786406,4.003903,3.106592,9.309276,10.622152,47.397217,0.441786,PSF-00495_20220518171718,0,0,0,104.975937,415.975586,0.747639,0.5,0.8,20.262459,19.77,17.33,31.1,28.92,84.48,156.9,140.6,10.4,68,3.887,17:09:27,5/18/2022,0.2,0.003,0.005,0.02,-0.236,-0.38,-1.017,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.451266,2.398853,1.661451,0.895321,0.214148,-0.026675,0.261495,0.164729,104.975937,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171718,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
33,17,17:18:46,5/17/2022,5/18/2022,n,JSG 2022,MS,,2,South,,0.194174,2.923137,0.182079,7.203265,0.862213,0.692638,4.105231,3.243018,8.20093,10.208719,48.606487,0.441786,PSF-00495_20220518171846,0,0,0,230.814819,359.167114,0.357361,0.5,0.8,19.880917,18.97,15.24,31.13,29.36,84.46,156.9,150.8,3.9,139,3.886,17:09:27,5/18/2022,0.2,0.001,-0.001,-0.007,-2.086,2.392,3.73,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.447745,2.397615,1.661024,0.920511,0.213895,-0.021936,0.271429,0.224681,230.814819,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518171846,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
34,17,17:21:00,5/17/2022,5/18/2022,n,JSG 2022,MS,,3,South,,0.060482,2.92132,0.059255,2.723339,0.883675,0.819484,4.638695,3.75502,9.702227,10.462212,54.919518,0.441786,PSF-00495_20220518172100,0,0,0,131.634232,231.968872,0.432535,0.5,0.8,180.702423,19.28,17.88,31.28,31.49,84.46,156.7,154.8,1.2,1044,3.883,17:20:08,5/18/2022,0.2,0,0,-0.004,0.978,-2.483,-9.201,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.452161,2.398076,1.659131,0.930467,0.212672,0.001841,0.286653,0.985658,131.634232,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518172100,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
35,17,17:21:33,5/17/2022,5/18/2022,n,JSG 2022,MS,,3,South,,0.134445,2.920857,0.128529,4.987722,0.786787,0.669028,3.972594,3.185807,7.919833,9.313849,47.026867,0.441786,PSF-00495_20220518172133,0,0,0,119.172691,385.88797,0.691173,0.5,0.8,22.334599,17.13,14.57,31.31,28.79,84.47,156.6,132.6,15.3,81,3.883,17:20:08,5/18/2022,0.2,0.002,0,-9999,0.461,1.527,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446593,2.394752,1.65865,0.876132,0.212412,-0.030766,0.290218,0.175681,119.172691,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518172133,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
36,17,17:21:50,5/17/2022,5/18/2022,n,JSG 2022,MS,,3,South,,0.050885,2.923833,0.050014,2.030764,0.711935,0.664058,4.045447,3.333511,7.860744,8.42749,47.887722,0.441786,PSF-00495_20220518172150,0,0,0,119.413734,412.300598,0.710372,0.5,0.8,22.843418,15.49,14.45,31.32,29.1,84.48,157,156,0.6,80,3.882,17:20:08,5/18/2022,0.2,-0.002,-0.001,-9999,-1.584,-2.357,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446391,2.392162,1.661751,0.933547,0.212319,-0.027204,0.292118,0.175351,119.413734,0.000321,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518172150,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
37,17,17:22:21,5/17/2022,5/18/2022,n,JSG 2022,MS,,3,South,,0.112391,2.923088,0.108229,4.143727,0.718907,0.621169,3.86534,3.146433,7.353446,8.510467,45.75816,0.441786,PSF-00495_20220518172221,0,0,0,107.676025,400.409088,0.731085,0.5,0.8,25.186852,15.64,13.52,31.33,28.32,84.47,156.9,156,0.6,86,3.883,17:20:08,5/18/2022,0.2,-0.002,0,-9999,0.063,0.305,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.444775,2.392396,1.660973,0.933455,0.212275,-0.036491,0.295304,0.180172,107.676025,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518172221,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
38,17,17:22:52,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,South,,0.0771,2.922154,0.075118,3.0557,0.631842,0.559637,3.974501,3.342659,6.624867,7.479607,47.04929,0.441786,PSF-00495_20220518172252,0,0,0,105.90184,375.028259,0.717616,0.5,0.8,32.591114,13.74,12.17,31.34,28.8,84.48,156.8,155.3,0.9,114,3.881,17:20:08,5/18/2022,0.2,0.001,0.004,-9999,0.327,0.86,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.442418,2.389334,1.659999,0.931723,0.212161,-0.031032,0.298517,0.203212,105.90184,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518172252,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
39,17,17:23:56,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,South,,0.049867,2.921791,0.049031,1.990503,0.612503,0.565445,3.949296,3.336793,6.693733,7.250804,46.751747,0.441786,PSF-00495_20220518172356,0,0,0,118.646622,405.718811,0.707564,0.5,0.8,35.148762,13.33,12.3,31.33,28.69,84.47,156.7,155.2,1,124,3.88,17:20:08,5/18/2022,0.2,-0.001,-0.002,-9999,2.624,4.159,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.442658,2.388667,1.659621,0.931471,0.212278,-0.032152,0.305386,0.212163,118.646622,0.000321,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518172356,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
40,17,17:24:45,5/17/2022,5/18/2022,n,JSG 2022,MS,,4,South,,0.097119,2.922014,0.093995,3.852406,0.68847,0.597492,4.053516,3.365047,7.072998,8.149983,47.984806,0.441786,PSF-00495_20220518172445,0,0,0,108.071564,406.254517,0.733981,0.5,0.8,32.169079,15.01,13.03,31.29,29.14,84.47,156.7,156.1,0.4,110,3.879,17:20:08,5/18/2022,0.2,0,0,-9999,0.839,1.518,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.443926,2.391388,1.659854,0.933651,0.212561,-0.026448,0.310466,0.199876,108.071564,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220518172445,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
1,9,9:07:27,6/2/2022,6/2/2022,y,JSG 2022,MS,,1,North,,0.194983,2.921977,0.182786,2.437836,1.046494,0.988739,2.160058,1.113565,11.61896,12.297656,25.383484,0.441786,PSF-00495_20220602090727,0,0,0,102.296234,369.248627,0.722961,0.5,0.8,21.851583,42.13,39.81,20.92,18.67,85.1,156.7,156.1,0.4,76,4.088,9:03:47,6/2/2022,0.23,-0.003,0.002,0.003,0.001,-0.098,-0.096,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.487636,2.432287,1.659815,0.933804,0.321084,-0.024642,0.092942,0.171292,102.296234,0.000307,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602090727,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
2,9,9:07:56,6/2/2022,6/2/2022,y,JSG 2022,MS,,1,North,,0.179281,2.922469,0.168919,2.110749,1.074173,1.024203,2.117581,1.043408,12.035642,12.622853,24.884172,0.441786,PSF-00495_20220602090756,0,0,0,109.706642,400.501373,0.726077,0.5,0.8,32.290516,43.57,41.54,20.8,18.35,85.1,156.8,157.2,-0.3,111,4.087,9:03:47,6/2/2022,0.23,0.001,-0.001,-9999,0.705,1.52,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.490215,2.434278,1.660327,0.936525,0.322651,-0.026707,0.096741,0.20123,109.706642,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602090756,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
