Obs#,Timepoint,Time,Date.a,Date,Shade,configName,configAuthor,remark,Position,Transect,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
6,13,13:17:28,6/2/2022,6/2/2022,y,JSG 2022,MS,,2,North,0.161372,2.921898,0.152926,2.794909,1.478436,1.412686,2.989866,1.51143,16.632851,17.406981,35.202431,0.441786,PSF-00495_20220602131728,0,0,0,117.998596,296.180969,0.6016,0.5,0.8,86.329208,48.18,46.04,24.4,23.97,84.93,156.7,151.9,3.1,359,3.988,13:14:42,6/2/2022,0.16,-0.001,-0.001,-9999,0.029,-0.05,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.495966,2.439907,1.659733,0.923159,0.279294,-0.005281,0.206882,0.409317,117.998596,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131728,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
7,13,13:17:56,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,North,0.266949,2.922181,0.244604,3.668383,1.537501,1.45128,2.778952,1.241452,17.086597,18.101713,32.717899,0.441786,PSF-00495_20220602131756,0,0,0,149.128311,399.945251,0.627128,0.5,0.8,74.390724,50,47.2,24.44,22.76,84.94,156.8,156,0.5,297,3.988,13:14:42,6/2/2022,0.16,0,-0.004,-0.01,-0.647,-1.118,-1.421,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497611,2.442319,1.660027,0.933582,0.278901,-0.019286,0.210272,0.35704,149.128311,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131756,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
8,13,13:18:13,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,North,0.223233,2.921877,0.207388,3.298464,1.491664,1.414078,2.808352,1.316688,16.648794,17.562267,33.06443,0.441786,PSF-00495_20220602131813,0,0,0,117.062691,394.527557,0.703284,0.5,0.8,83.239243,48.48,45.95,24.45,22.93,84.94,156.7,152.9,2.4,296,3.986,13:14:42,6/2/2022,0.16,0,0.001,-9999,0.838,0.879,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.495833,2.440288,1.659711,0.925772,0.278763,-0.017489,0.212333,0.356487,117.062691,0.000307,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131813,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
9,13,13:18:33,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,North,0.341762,2.922867,0.305984,4.274954,1.558606,1.458212,2.715379,1.156773,17.168711,18.350733,31.970367,0.441786,PSF-00495_20220602131833,0,0,0,118.304375,349.886292,0.661878,0.5,0.8,79.459206,50.62,47.36,24.46,22.38,84.93,156.8,155.8,0.7,300,3.986,13:14:42,6/2/2022,0.16,0.004,0.001,0.021,0.03,0.137,0.717,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497842,2.44314,1.660742,0.932884,0.278667,-0.023764,0.214723,0.360045,118.304375,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131833,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
10,13,13:18:54,6/2/2022,6/2/2022,y,JSG 2022,MS,,4,North,0.305789,2.92255,0.276824,4.664316,1.601571,1.492057,2.994002,1.392431,17.566479,18.85582,35.249367,0.441786,PSF-00495_20220602131854,0,0,0,156.43251,422.671448,0.629896,0.5,0.8,89.295021,51.96,48.4,24.48,23.99,84.94,156.8,156,0.5,354,3.986,13:14:42,6/2/2022,0.16,0.001,-0.003,-9999,0.872,2.317,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.499315,2.444894,1.660412,0.933383,0.278435,-0.005901,0.217289,0.405665,156.43251,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131854,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
11,13,13:19:36,6/2/2022,6/2/2022,y,JSG 2022,MS,,4,North,0.27928,2.920965,0.254908,5.896468,1.719101,1.580677,3.62212,1.903019,18.609495,20.239183,42.643658,0.441786,PSF-00495_20220602131936,0,0,0,259.67218,301.098694,0.137585,0.5,0.8,122.141983,55.55,51.07,24.55,27.2,84.94,156.6,156.7,-0.1,2219,3.985,13:14:42,6/2/2022,0.16,-0.003,-0.002,-0.012,1.796,-0.83,8.92,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.503074,2.449597,1.658762,0.935271,0.277694,0.030298,0.222681,1.973244,259.67218,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131936,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
12,13,13:20:05,6/2/2022,6/2/2022,y,JSG 2022,MS,,4,North,0.30769,2.922522,0.278381,6.711834,1.694865,1.537451,3.677958,1.983093,18.100967,19.954262,43.301937,0.441786,PSF-00495_20220602132005,0,0,0,248.898987,278.171906,0.105233,0.5,0.8,94.573341,54.51,49.45,24.63,27.46,84.94,156.8,156.1,0.4,2247,3.977,13:14:42,6/2/2022,0.16,0,0.001,-0.007,-2.227,-4.712,-9.903,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.500759,2.448221,1.660383,0.933779,0.276831,0.032468,0.226375,1.996239,248.898987,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132005,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
13,13,13:26:31,6/2/2022,6/2/2022,n,JSG 2022,MS,,1,South,0.265017,2.921761,0.242978,6.263628,1.633807,1.48671,3.753897,2.12009,17.503836,19.235682,44.196644,0.441786,PSF-00495_20220602132631,0,0,0,224.284531,268.365021,0.164256,0.5,0.8,151.632355,50.62,46.06,25.25,27.81,84.94,156.7,156.3,0.3,2308,3.976,13:26:02,6/2/2022,0.2,0.001,-0.001,-0.002,-2.491,-4.742,-9.882,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.495817,2.442926,1.65959,0.934233,0.270013,0.029351,0.272636,2.047606,224.284531,0.000286,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132631,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,13,13:27:04,6/2/2022,6/2/2022,n,JSG 2022,MS,,1,South,0.282111,2.920731,0.257262,7.016477,1.766747,1.602092,4.004668,2.237921,18.861456,20.799944,47.147026,0.441786,PSF-00495_20220602132704,0,0,0,210.46936,256.082642,0.178119,0.5,0.8,170.202271,54.44,49.36,25.34,28.93,84.94,156.6,144.6,7.7,2389,3.976,13:26:02,6/2/2022,0.2,-0.002,0.003,-9999,-2.144,-4.489,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50048,2.447928,1.65852,0.905096,0.269007,0.041481,0.276783,2.115697,210.46936,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132704,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,13,13:27:37,6/2/2022,6/2/2022,n,JSG 2022,MS,,1,South,0.235856,2.924083,0.218252,6.166868,1.712446,1.568005,4.031557,2.31911,18.458464,20.158817,47.459251,0.441786,PSF-00495_20220602132737,0,0,0,213.775284,248.814224,0.140824,0.5,0.8,130.996277,52.4,47.98,25.46,29.04,84.95,157,156.5,0.3,2326,3.973,13:26:02,6/2/2022,0.2,0.001,-0.002,0.001,-1.377,-4.378,-10.334,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498505,2.445237,1.662012,0.934827,0.267782,0.04153,0.280741,2.062456,213.775284,0.000287,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132737,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,13,13:28:28,6/2/2022,6/2/2022,y,JSG 2022,MS,,2,South,0.283853,2.923186,0.258729,4.39765,1.748727,1.645689,3.15104,1.402314,19.371761,20.584635,37.091572,0.441786,PSF-00495_20220602132828,0,0,0,150.440094,368.097412,0.591304,0.5,0.8,78.424149,53.11,49.98,25.59,24.85,84.95,156.9,156.1,0.5,332,3.973,13:26:02,6/2/2022,0.2,0.002,-0.004,0.01,0.682,1.627,6.382,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.501294,2.446134,1.661075,0.933699,0.26641,-0.008909,0.2865,0.386475,150.440094,0.000302,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132828,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,13,13:28:54,6/2/2022,6/2/2022,y,JSG 2022,MS,,2,South,0.215505,2.922747,0.200706,3.371806,1.836181,1.757234,3.2209,1.384719,20.684595,21.613886,37.91357,0.441786,PSF-00495_20220602132854,0,0,0,146.582718,372.427948,0.606413,0.5,0.8,83.877922,55.67,53.28,25.62,25.22,84.95,156.8,156.3,0.4,346,3.972,13:26:02,6/2/2022,0.2,0.003,0.001,-0.014,0.763,-0.23,2.993,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.505916,2.449484,1.660617,0.934204,0.266108,-0.005041,0.289314,0.398429,146.582718,0.000311,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132854,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,13,13:29:09,6/2/2022,6/2/2022,y,JSG 2022,MS,,2,South,0.313384,2.922737,0.283036,4.246998,1.754457,1.654919,2.993601,1.239144,19.479885,20.651546,35.237389,0.441786,PSF-00495_20220602132909,0,0,0,127.112389,343.169678,0.629593,0.5,0.8,85.008163,53.15,50.13,25.63,23.99,84.96,156.8,156.1,0.5,338,3.973,13:26:02,6/2/2022,0.2,-0.001,0.001,-9999,1.619,3.273,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.501501,2.446178,1.660607,0.93371,0.26596,-0.019089,0.290859,0.391501,127.112389,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132909,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,13,13:29:30,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,South,0.343952,2.92369,0.307748,4.811244,1.738405,1.625702,3.029338,1.290933,19.135475,20.462055,35.657101,0.441786,PSF-00495_20220602132930,0,0,0,126.39856,381.304626,0.66851,0.5,0.8,77.718048,52.62,49.2,25.64,24.19,84.96,156.9,156.2,0.5,291,3.972,13:26:02,6/2/2022,0.2,0.002,0,0.022,0.193,-0.019,1.185,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.500189,2.445476,1.661601,0.934062,0.265805,-0.017028,0.293089,0.352069,126.39856,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132930,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,13,13:29:50,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,South,0.218067,2.922353,0.202925,3.417711,1.64961,1.569383,3.040934,1.391324,18.473215,19.417568,35.794853,0.441786,PSF-00495_20220602132950,0,0,0,119.752762,405.416962,0.704618,0.5,0.8,72.176323,49.91,47.48,25.65,24.25,84.95,156.8,156.1,0.4,256,3.972,13:26:02,6/2/2022,0.2,-0.003,-0.003,0.009,0.107,0.062,0.109,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497745,2.4419,1.660206,0.933857,0.265729,-0.01639,0.295194,0.323024,119.752762,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602132950,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
21,13,13:30:11,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,South,0.099524,2.923079,0.096247,1.684392,1.615342,1.575809,3.061221,1.445879,18.548418,19.01376,36.032803,0.441786,PSF-00495_20220602133011,0,0,0,134.332535,381.939423,0.648288,0.5,0.8,67.80365,48.87,47.67,25.65,24.36,84.96,156.9,156.2,0.4,261,3.971,13:26:02,6/2/2022,0.2,0.003,0.004,-9999,1.23,2.414,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498022,2.440527,1.660964,0.934121,0.265733,-0.015132,0.297428,0.327553,134.332535,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133011,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
22,13,13:30:51,6/2/2022,6/2/2022,y,JSG 2022,MS,,4,South,0.458637,2.923164,0.396437,5.534765,1.926956,1.79755,3.078088,1.151132,21.159033,22.682281,36.2323,0.441786,PSF-00495_20220602133051,0,0,0,141.648178,400.133026,0.645997,0.5,0.8,507.167908,58.11,54.21,25.71,24.46,84.95,156.9,134.9,14,1963,3.97,13:26:02,6/2/2022,0.2,0.008,0.003,-0.014,-3.111,1.069,-9.631,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.507196,2.452647,1.661052,0.881653,0.265154,-0.014723,0.301931,1.757509,141.648178,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133051,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
23,13,13:31:19,6/2/2022,6/2/2022,y,JSG 2022,MS,,4,South,0.286836,2.921342,0.261191,6.87469,1.748834,1.587524,3.910377,2.161543,18.687029,20.585842,46.029751,0.441786,PSF-00495_20220602133119,0,0,0,236.901993,276.764984,0.144032,0.5,0.8,121.775467,52.5,47.66,25.78,28.52,84.95,156.7,156.2,0.3,2114,3.97,13:26:02,6/2/2022,0.2,-0.001,-0.001,0,-2.329,-4.712,-10.097,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497976,2.445303,1.659154,0.934029,0.264367,0.031489,0.305103,1.884392,236.901993,0.000288,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133119,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
24,13,13:31:50,6/2/2022,6/2/2022,y,JSG 2022,MS,,4,South,0.166638,2.921122,0.157645,4.586542,1.689561,1.581839,4.077449,2.387888,18.619068,19.887011,47.993702,0.441786,PSF-00495_20220602133150,0,0,0,214.950439,257.727753,0.165979,0.5,0.8,144.446426,50.47,47.26,25.86,29.24,84.96,156.6,156.3,0.2,2176,3.967,13:26:02,6/2/2022,0.2,-0.001,-0.001,-0.002,-2.109,-4.673,-10.075,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497382,2.442609,1.658926,0.934174,0.263487,0.039133,0.308587,1.936495,214.950439,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133150,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
25,13,13:33:43,6/2/2022,6/2/2022,n,JSG 2022,MS,,1,Central,0.300184,2.923277,0.272229,6.506083,1.668816,1.516241,3.635756,1.96694,17.847898,19.643875,42.797009,0.441786,PSF-00495_20220602133343,0,0,0,134.363297,171.554443,0.216789,0.5,0.8,179.540344,49.3,44.8,26.05,27.27,84.95,156.9,133.1,15.2,2070,3.966,13:26:02,6/2/2022,0.2,0.004,0.003,-9999,-0.076,1.161,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.493837,2.441024,1.66117,0.877292,0.261529,0.013623,0.32077,1.848047,134.363297,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133343,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
26,13,13:34:21,6/2/2022,6/2/2022,n,JSG 2022,MS,,1,Central,0.2325,2.920282,0.215355,5.645854,1.759977,1.627397,3.912953,2.152976,19.155033,20.715538,46.05682,0.441786,PSF-00495_20220602133421,0,0,0,196.118835,248.421188,0.210539,0.5,0.8,175.184479,51.76,47.86,26.13,28.53,84.96,156.5,156.3,0.1,2080,3.965,13:26:02,6/2/2022,0.2,0.003,0.003,-0.013,-1.953,-3.388,-7.619,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498176,2.444246,1.658054,0.934351,0.260709,0.02754,0.324903,1.856235,196.118835,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133421,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,13,13:35:09,6/2/2022,6/2/2022,n,JSG 2022,MS,,1,Central,0.178783,2.924515,0.168483,4.559752,1.592671,1.485735,3.818836,2.226166,17.4869,18.745516,44.947186,0.441786,PSF-00495_20220602133509,0,0,0,179.946182,226.768967,0.206478,0.5,0.8,162.410568,46.64,43.51,26.2,28.11,84.96,157.1,156.3,0.5,1966,3.965,13:26:02,6/2/2022,0.2,0,0,0.015,-1.861,-3.228,-10.925,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.49196,2.437452,1.662464,0.93422,0.259974,0.021757,0.330008,1.760625,179.946182,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133509,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,13,13:35:37,6/2/2022,6/2/2022,y,JSG 2022,MS,,2,Central,0.224792,2.921654,0.208732,3.474208,1.579987,1.498315,2.956325,1.376338,17.635693,18.596992,34.79697,0.441786,PSF-00495_20220602133537,0,0,0,134.706619,375.804291,0.641551,0.5,0.8,73.538208,46.19,43.81,26.23,23.78,84.96,156.7,156.2,0.3,287,3.965,13:26:02,6/2/2022,0.2,-0.002,-0.003,-9999,-0.097,0.162,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.492381,2.436851,1.659478,0.933976,0.259691,-0.028329,0.332851,0.348644,134.706619,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133537,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,13,13:36:45,6/2/2022,6/2/2022,y,JSG 2022,MS,,2,Central,0.125483,2.923399,0.120318,2.097837,1.557502,1.508241,2.99912,1.441617,17.752369,18.332186,35.300373,0.441786,PSF-00495_20220602133645,0,0,0,169.9673,402.398956,0.577615,0.5,0.8,71.730026,45.5,44.06,26.24,24.02,84.96,156.9,156.4,0.3,310,3.963,13:36:13,6/2/2022,0.21,0.004,0.001,0.01,-1.064,-1.542,2.345,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.492745,2.435907,1.661298,0.93444,0.259555,-0.025794,0.339375,0.368727,169.9673,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133645,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
30,13,13:37:04,6/2/2022,6/2/2022,y,JSG 2022,MS,,2,Central,0.138624,2.923195,0.132348,2.247739,1.514484,1.46167,2.919677,1.405193,17.205177,17.826845,34.367237,0.441786,PSF-00495_20220602133704,0,0,0,127.182838,391.469482,0.675114,0.5,0.8,70.384491,44.3,42.75,26.22,23.58,84.96,156.9,156.3,0.4,261,3.963,13:36:13,6/2/2022,0.21,-0.003,-0.004,-9999,-0.104,-0.151,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.490865,2.434292,1.661084,0.934147,0.259755,-0.03058,0.341148,0.326853,127.182838,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133704,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,13,13:37:34,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,Central,0.075594,2.923471,0.073689,1.355656,1.548812,1.516979,3.069273,1.52046,17.856106,18.23081,36.127899,0.441786,PSF-00495_20220602133734,0,0,0,118.548988,378.711456,0.686968,0.5,0.8,53.557594,45.41,44.48,26.18,24.41,84.96,156.9,156.4,0.4,195,3.962,13:36:13,6/2/2022,0.21,0,-0.004,0.009,0.026,-0.865,0.334,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.493354,2.435798,1.661372,0.934417,0.260189,-0.020737,0.344061,0.271603,118.548988,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133734,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
32,13,13:37:51,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,Central,0.135922,2.923081,0.129883,2.314185,1.559357,1.505009,3.032066,1.472709,17.716206,18.355965,35.691944,0.441786,PSF-00495_20220602133751,0,0,0,126.413582,400.041107,0.683999,0.5,0.8,62.87265,45.78,44.19,26.16,24.21,84.95,156.9,136,13.3,230,3.962,13:36:13,6/2/2022,0.21,0,0.001,-9999,-0.616,2.037,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.492939,2.436298,1.660966,0.884226,0.260421,-0.022777,0.345406,0.300931,126.413582,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133751,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
33,13,13:38:12,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,Central,0.174695,2.921855,0.164839,2.824781,1.572134,1.505735,2.988925,1.416792,17.723499,18.505054,35.181625,0.441786,PSF-00495_20220602133812,0,0,0,124.266747,384.125244,0.676494,0.5,0.8,55.182018,46.23,44.27,26.13,23.97,84.96,156.7,152.4,2.7,204,3.961,13:36:13,6/2/2022,0.21,-0.003,-0.001,-9999,0.105,0.411,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.493072,2.436898,1.659688,0.924571,0.260687,-0.02517,0.347146,0.279185,124.266747,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133812,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
34,13,13:38:35,6/2/2022,6/2/2022,y,JSG 2022,MS,,3,Central,0.080004,2.922349,0.077872,1.567003,1.494718,1.457866,3.157425,1.662707,17.160551,17.594339,37.166073,0.441786,PSF-00495_20220602133835,0,0,0,102.171417,363.613495,0.719011,0.5,0.8,56.610588,44.03,42.95,26.1,24.88,84.95,156.8,156.1,0.5,197,3.961,13:36:13,6/2/2022,0.21,-0.003,-0.005,-9999,0.1,0.094,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.491175,2.433964,1.660202,0.933655,0.261024,-0.014437,0.349287,0.273224,102.171417,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133835,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
35,13,13:38:53,6/2/2022,6/2/2022,y,JSG 2022,MS,,4,Central,0.211821,2.921381,0.197501,4.98837,1.524686,1.407327,3.605562,2.080876,16.566195,17.947668,42.442463,0.441786,PSF-00495_20220602133853,0,0,0,129.22525,157.210709,0.178012,0.5,0.8,154.099152,44.96,41.5,26.08,27.13,84.95,156.7,155.6,0.7,2164,3.961,13:36:13,6/2/2022,0.21,0,0,-9999,-1.841,-3.781,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.489086,2.43521,1.659196,0.932563,0.261189,0.011581,0.351002,1.926817,129.22525,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602133853,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
